example_id,type,destination_ids,source_ids,system,user,assistant,review_status,review_notes,final_category,reviewed,messages_json
SFT-DEST-PRIJEDOR-08,route_connection,"[""prijedor""]","[""SRC-PRIJEDOR-OFFICIAL-002"", ""SRC-PRIJEDOR-001"", ""SRC-PRIJEDOR-SANA-005"", ""SRC-PRIJEDOR-NATURE-004"", ""SRC-PRIJEDOR-MUSEUM-003""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Kako povezati destinaciju „Prijedor” sa obližnjim izletima ili drugim mjestima?,"Destinaciju Prijedor poveži samo sa mjestima i izletima koji su navedeni u provjerenom kontekstu. Prijedor se nalazi uz rijeku Sanu, u ravničarskom području podno planine Kozare. Prijedor leži na obalama Sane i Gomjenice, između ravnice i padina planine Kozare. Grad predstavlja praktičnu urbanu bazu za kombinovanje riječnog odmora, kulture i planinskih izleta na Kozaru. Muzejske postavke prate arheološku, etnološku, istorijsku i umjetničku baštinu prijedorskog kraja. Ne planiraj tijesan raspored bez provjere udaljenosti, puta i aktuelnog prevoza.",approved,T12 final review: approved.,plan_route,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Kako povezati destinaciju „Prijedor” sa obližnjim izletima ili drugim mjestima?""}, {""role"": ""assistant"", ""content"": ""Destinaciju Prijedor poveži samo sa mjestima i izletima koji su navedeni u provjerenom kontekstu. Prijedor se nalazi uz rijeku Sanu, u ravničarskom području podno planine Kozare. Prijedor leži na obalama Sane i Gomjenice, između ravnice i padina planine Kozare. Grad predstavlja praktičnu urbanu bazu za kombinovanje riječnog odmora, kulture i planinskih izleta na Kozaru. Muzejske postavke prate arheološku, etnološku, istorijsku i umjetničku baštinu prijedorskog kraja. Ne planiraj tijesan raspored bez provjere udaljenosti, puta i aktuelnog prevoza.""}]"
SFT-DEST-KOZARA-I-NP-KOZARA-01,destination_description,"[""kozara_i_np_kozara""]","[""SRC-KOZARA-001"", ""SRC-KOZARA-KRUZNA-STAZA-002"", ""SRC-KOZARA-ZECIJI-KAMEN-003""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Šta turista treba da zna o destinaciji „Kozara i NP Kozara”?,"Kozara i NP Kozara se može predstaviti kroz nekoliko provjerenih turističkih cjelina. Sa stijene Zečijeg kamena pruža se pogled prema vrhovima Kozare. Na zahtjevnijem dijelu staze prema Zečijem kamenu nalaze se tri vidikovca. Nacionalni park Kozara obuhvata šumovitu planinu u sjeverozapadnoj Bosni, između Prijedora, Banje Luke i rijeke Save. Mrakovica zauzima centralni dio Kozare i okuplja glavninu turističkih i kulturno-istorijskih sadržaja parka. Za prvi obilazak izaberi nekoliko glavnih tačaka i ostavi dovoljno vremena za kretanje između njih.",approved,T12 final review: approved.,destination,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Šta turista treba da zna o destinaciji „Kozara i NP Kozara”?""}, {""role"": ""assistant"", ""content"": ""Kozara i NP Kozara se može predstaviti kroz nekoliko provjerenih turističkih cjelina. Sa stijene Zečijeg kamena pruža se pogled prema vrhovima Kozare. Na zahtjevnijem dijelu staze prema Zečijem kamenu nalaze se tri vidikovca. Nacionalni park Kozara obuhvata šumovitu planinu u sjeverozapadnoj Bosni, između Prijedora, Banje Luke i rijeke Save. Mrakovica zauzima centralni dio Kozare i okuplja glavninu turističkih i kulturno-istorijskih sadržaja parka. Za prvi obilazak izaberi nekoliko glavnih tačaka i ostavi dovoljno vremena za kretanje između njih.""}]"
SFT-DEST-KOZARA-I-NP-KOZARA-02,destination_attractions,"[""kozara_i_np_kozara""]","[""SRC-KOZARA-001"", ""SRC-KOZARA-KRUZNA-STAZA-002"", ""SRC-KOZARA-ZECIJI-KAMEN-003""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Koje znamenitosti i kulturne cjeline vrijedi obići u destinaciji „Kozara i NP Kozara”?,"Za kulturno-istorijski obilazak destinacije Kozara i NP Kozara izdvojio bih ove cjeline. Na zahtjevnijem dijelu staze prema Zečijem kamenu nalaze se tri vidikovca. Nacionalni park Kozara obuhvata šumovitu planinu u sjeverozapadnoj Bosni, između Prijedora, Banje Luke i rijeke Save. Mrakovica zauzima centralni dio Kozare i okuplja glavninu turističkih i kulturno-istorijskih sadržaja parka. Memorijalni kompleks na Mrakovici posvećen je događajima i stradanjima u Drugom svjetskom ratu. Redoslijed prilagodi lokaciji smještaja i važećem radnom vremenu ustanova.",approved,T12 final review: approved.,destination,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Koje znamenitosti i kulturne cjeline vrijedi obići u destinaciji „Kozara i NP Kozara”?""}, {""role"": ""assistant"", ""content"": ""Za kulturno-istorijski obilazak destinacije Kozara i NP Kozara izdvojio bih ove cjeline. Na zahtjevnijem dijelu staze prema Zečijem kamenu nalaze se tri vidikovca. Nacionalni park Kozara obuhvata šumovitu planinu u sjeverozapadnoj Bosni, između Prijedora, Banje Luke i rijeke Save. Mrakovica zauzima centralni dio Kozare i okuplja glavninu turističkih i kulturno-istorijskih sadržaja parka. Memorijalni kompleks na Mrakovici posvećen je događajima i stradanjima u Drugom svjetskom ratu. Redoslijed prilagodi lokaciji smještaja i važećem radnom vremenu ustanova.""}]"
SFT-DEST-KOZARA-I-NP-KOZARA-03,destination_nature,"[""kozara_i_np_kozara""]","[""SRC-KOZARA-001"", ""SRC-KOZARA-KRUZNA-STAZA-002"", ""SRC-KOZARA-ZECIJI-KAMEN-003""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Šta destinacija „Kozara i NP Kozara” nudi ljubiteljima prirode?,"Za ljubitelje prirode, Kozara i NP Kozara nudi više mogućnosti. Guste šume, livade i uređene staze čine Kozaru pogodnom za cjelogodišnji rekreativni boravak. Kružna staza prolazi kroz gustu listopadnu i četinarsku šumu oko Memorijalne zone. Uz stazu se mogu vidjeti hranilišta koja srne koriste tokom zimskog perioda. Zečiji kamen čine vodopad sa tri kaskade i stijena koja služi kao vidikovac. Prije aktivnosti na otvorenom provjeri vremenske uslove, stanje staza i lokalna pravila.",approved,T12 final review: approved.,destination,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Šta destinacija „Kozara i NP Kozara” nudi ljubiteljima prirode?""}, {""role"": ""assistant"", ""content"": ""Za ljubitelje prirode, Kozara i NP Kozara nudi više mogućnosti. Guste šume, livade i uređene staze čine Kozaru pogodnom za cjelogodišnji rekreativni boravak. Kružna staza prolazi kroz gustu listopadnu i četinarsku šumu oko Memorijalne zone. Uz stazu se mogu vidjeti hranilišta koja srne koriste tokom zimskog perioda. Zečiji kamen čine vodopad sa tri kaskade i stijena koja služi kao vidikovac. Prije aktivnosti na otvorenom provjeri vremenske uslove, stanje staza i lokalna pravila.""}]"
SFT-DEST-KOZARA-I-NP-KOZARA-04,destination_activity,"[""kozara_i_np_kozara""]","[""SRC-KOZARA-KRUZNA-STAZA-002"", ""SRC-KOZARA-ZECIJI-KAMEN-003"", ""SRC-KOZARA-001""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Koje aktivnosti turista može planirati u destinaciji „Kozara i NP Kozara”?,"Boravak u destinaciji Kozara i NP Kozara može se organizovati oko sljedećih aktivnosti. Na stijeni Zečijeg kamena uređeni su penjački smjerovi, pa je lokalitet zanimljiv iskusnim penjačima. Na cijeloj planini Kozari postoji široka mreža obilježenih pješačkih staza, dok je u parku izdvojeno 27 uređenih pravaca. Kozara odgovara porodicama i rekreativcima, uz provjeru vremenskih uslova i radnog vremena sadržaja. Za lagani obilazak osnovne kružne staze na Mrakovici obično je potrebno oko jedan sat. Za zahtjevnije aktivnosti provjeri potrebnu opremu i mogućnost angažovanja vodiča.",approved,T12 final review: approved.,destination,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Koje aktivnosti turista može planirati u destinaciji „Kozara i NP Kozara”?""}, {""role"": ""assistant"", ""content"": ""Boravak u destinaciji Kozara i NP Kozara može se organizovati oko sljedećih aktivnosti. Na stijeni Zečijeg kamena uređeni su penjački smjerovi, pa je lokalitet zanimljiv iskusnim penjačima. Na cijeloj planini Kozari postoji široka mreža obilježenih pješačkih staza, dok je u parku izdvojeno 27 uređenih pravaca. Kozara odgovara porodicama i rekreativcima, uz provjeru vremenskih uslova i radnog vremena sadržaja. Za lagani obilazak osnovne kružne staze na Mrakovici obično je potrebno oko jedan sat. Za zahtjevnije aktivnosti provjeri potrebnu opremu i mogućnost angažovanja vodiča.""}]"
SFT-DEST-KOZARA-I-NP-KOZARA-05,one_day_plan,"[""kozara_i_np_kozara""]","[""SRC-KOZARA-ZECIJI-KAMEN-003"", ""SRC-KOZARA-001"", ""SRC-KOZARA-KRUZNA-STAZA-002""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Napravi realan jednodnevni plan za destinaciju „Kozara i NP Kozara”.,"Jedan dan u destinaciji Kozara i NP Kozara organizuj kao sažet obilazak bez previše tačaka. Jednodnevna posjeta može povezati Memorijalnu zonu Mrakovica, kružnu šumsku stazu i Zečiji kamen. Zahtjevnija ruta preko Bijelog kamena uključuje via ferratu i nije prikladna bez iskustva, sigurnosne opreme i provjere uslova. Posjetioci koji ne žele koristiti via ferratu mogu nastaviti obilazak stazom uz podnožje Bijelog kamena. Posjetioci mogu birati kratku stazu prema Zečijem kamenu ili duže označene pravce prema kondiciji i vremenskim uslovima. Nacionalni park Kozara najlakše se povezuje sa Prijedorom, a može se uključiti i u plan sa Banjom Lukom. Počni ranije, a tačan redoslijed prilagodi pristupu lokalitetima i aktuelnom radnom vremenu.",reject,"T12 final review: nije izabran u finalnih 600 zbog kvaliteta, kvote kategorije ili ravnomjerne raspodjele po destinacijama i tipovima pitanja.",,false,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Napravi realan jednodnevni plan za destinaciju „Kozara i NP Kozara”.""}, {""role"": ""assistant"", ""content"": ""Jedan dan u destinaciji Kozara i NP Kozara organizuj kao sažet obilazak bez previše tačaka. Jednodnevna posjeta može povezati Memorijalnu zonu Mrakovica, kružnu šumsku stazu i Zečiji kamen. Zahtjevnija ruta preko Bijelog kamena uključuje via ferratu i nije prikladna bez iskustva, sigurnosne opreme i provjere uslova. Posjetioci koji ne žele koristiti via ferratu mogu nastaviti obilazak stazom uz podnožje Bijelog kamena. Posjetioci mogu birati kratku stazu prema Zečijem kamenu ili duže označene pravce prema kondiciji i vremenskim uslovima. Nacionalni park Kozara najlakše se povezuje sa Prijedorom, a može se uključiti i u plan sa Banjom Lukom. Počni ranije, a tačan redoslijed prilagodi pristupu lokalitetima i aktuelnom radnom vremenu.""}]"
SFT-DEST-KOZARA-I-NP-KOZARA-06,multi_day_plan,"[""kozara_i_np_kozara""]","[""SRC-KOZARA-001"", ""SRC-KOZARA-KRUZNA-STAZA-002"", ""SRC-KOZARA-ZECIJI-KAMEN-003""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Kako organizovati dva dana u destinaciji „Kozara i NP Kozara”?,"Prvi dan u destinaciji Kozara i NP Kozara usmjeri na glavne gradske ili kulturne cjeline. Kružna staza povezuje Avantura park, trim stazu, skijaške terene, izvore i kulturno-istorijske objekte na Mrakovici. Od parkinga na Zoviku do lokaliteta Zečiji kamen vodi kratka staza duga oko 400 metara. Sa stijene Zečijeg kamena pruža se pogled prema vrhovima Kozare. Drugi dan ostavi za prirodu, aktivnosti ili obližnji izlet. Park nudi planinarenje, biciklizam, zimske aktivnosti i porodične izlete na označenim područjima. Osnovna kružna staza na Mrakovici duga je 3,4 kilometra i kreće se između približno 740 i 802 metra nadmorske visine. Na području Nacionalnog parka nalazi se 27 obilježenih pješačko-planinarskih staza ukupne dužine oko 68 kilometara. Prije puta provjeri vremenske uslove i promjenjive praktične informacije.",approved,T12 final review: approved.,plan_route,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Kako organizovati dva dana u destinaciji „Kozara i NP Kozara”?""}, {""role"": ""assistant"", ""content"": ""Prvi dan u destinaciji Kozara i NP Kozara usmjeri na glavne gradske ili kulturne cjeline. Kružna staza povezuje Avantura park, trim stazu, skijaške terene, izvore i kulturno-istorijske objekte na Mrakovici. Od parkinga na Zoviku do lokaliteta Zečiji kamen vodi kratka staza duga oko 400 metara. Sa stijene Zečijeg kamena pruža se pogled prema vrhovima Kozare. Drugi dan ostavi za prirodu, aktivnosti ili obližnji izlet. Park nudi planinarenje, biciklizam, zimske aktivnosti i porodične izlete na označenim područjima. Osnovna kružna staza na Mrakovici duga je 3,4 kilometra i kreće se između približno 740 i 802 metra nadmorske visine. Na području Nacionalnog parka nalazi se 27 obilježenih pješačko-planinarskih staza ukupne dužine oko 68 kilometara. Prije puta provjeri vremenske uslove i promjenjive praktične informacije.""}]"
SFT-DEST-KOZARA-I-NP-KOZARA-07,interest_recommendation,"[""kozara_i_np_kozara""]","[""SRC-KOZARA-001"", ""SRC-KOZARA-KRUZNA-STAZA-002"", ""SRC-KOZARA-ZECIJI-KAMEN-003""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Da li je destinacija „Kozara i NP Kozara” dobar izbor za posjetioca sa interesovanjem za aktivnosti na otvorenom?,"Destinacija Kozara i NP Kozara može odgovarati posjetiocu sa interesovanjem za aktivnosti na otvorenom. Park nudi planinarenje, biciklizam, zimske aktivnosti i porodične izlete na označenim područjima. Osnovna kružna staza na Mrakovici duga je 3,4 kilometra i kreće se između približno 740 i 802 metra nadmorske visine. Na području Nacionalnog parka nalazi se 27 obilježenih pješačko-planinarskih staza ukupne dužine oko 68 kilometara. Guste šume, livade i uređene staze čine Kozaru pogodnom za cjelogodišnji rekreativni boravak. Preporuku prilagodi sezoni, kondiciji i raspoloživom vremenu.",approved,T12 final review: approved.,destination,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Da li je destinacija „Kozara i NP Kozara” dobar izbor za posjetioca sa interesovanjem za aktivnosti na otvorenom?""}, {""role"": ""assistant"", ""content"": ""Destinacija Kozara i NP Kozara može odgovarati posjetiocu sa interesovanjem za aktivnosti na otvorenom. Park nudi planinarenje, biciklizam, zimske aktivnosti i porodične izlete na označenim područjima. Osnovna kružna staza na Mrakovici duga je 3,4 kilometra i kreće se između približno 740 i 802 metra nadmorske visine. Na području Nacionalnog parka nalazi se 27 obilježenih pješačko-planinarskih staza ukupne dužine oko 68 kilometara. Guste šume, livade i uređene staze čine Kozaru pogodnom za cjelogodišnji rekreativni boravak. Preporuku prilagodi sezoni, kondiciji i raspoloživom vremenu.""}]"
SFT-DEST-KOZARA-I-NP-KOZARA-08,route_connection,"[""kozara_i_np_kozara""]","[""SRC-KOZARA-ZECIJI-KAMEN-003"", ""SRC-KOZARA-001"", ""SRC-KOZARA-KRUZNA-STAZA-002""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Kako povezati destinaciju „Kozara i NP Kozara” sa obližnjim izletima ili drugim mjestima?,"Destinaciju Kozara i NP Kozara poveži samo sa mjestima i izletima koji su navedeni u provjerenom kontekstu. Nacionalni park Kozara najlakše se povezuje sa Prijedorom, a može se uključiti i u plan sa Banjom Lukom. Mrakovica je centralno čvorište u koje se ulivaju brojne druge pješačko-planinarske staze Kozare. Jednodnevna posjeta može povezati Memorijalnu zonu Mrakovica, kružnu šumsku stazu i Zečiji kamen. Park izdvaja šesnaest najposjećenijih pješačkih staza, od kojih je većina označena i putokazima i info-tablama. Ne planiraj tijesan raspored bez provjere udaljenosti, puta i aktuelnog prevoza.",reject,"T12 final review: nije izabran u finalnih 600 zbog kvaliteta, kvote kategorije ili ravnomjerne raspodjele po destinacijama i tipovima pitanja.",,false,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Kako povezati destinaciju „Kozara i NP Kozara” sa obližnjim izletima ili drugim mjestima?""}, {""role"": ""assistant"", ""content"": ""Destinaciju Kozara i NP Kozara poveži samo sa mjestima i izletima koji su navedeni u provjerenom kontekstu. Nacionalni park Kozara najlakše se povezuje sa Prijedorom, a može se uključiti i u plan sa Banjom Lukom. Mrakovica je centralno čvorište u koje se ulivaju brojne druge pješačko-planinarske staze Kozare. Jednodnevna posjeta može povezati Memorijalnu zonu Mrakovica, kružnu šumsku stazu i Zečiji kamen. Park izdvaja šesnaest najposjećenijih pješačkih staza, od kojih je većina označena i putokazima i info-tablama. Ne planiraj tijesan raspored bez provjere udaljenosti, puta i aktuelnog prevoza.""}]"
SFT-DEST-SANSKI-MOST-01,destination_description,"[""sanski_most""]","[""SRC-SANSKI-MOST-001"", ""SRC-SANSKI-MOST-HISTORY-002""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Šta turista treba da zna o destinaciji „Sanski Most”?,"Sanski Most se može predstaviti kroz nekoliko provjerenih turističkih cjelina. Pored Sane kroz općinu teku Sanica, Dabar, Zdena, Bliha, Majdanska rijeka, Japra, Sasinka i Kozica. Sanski Most se nalazi uz rijeku Sanu i okružen je brojnim vodotocima, izvorima i šumovitim predjelima. Sanski Most se promoviše kao grad na devet rijeka, sa Sanom i osam manjih riječnih tokova. Sanski Most odgovara putnicima koji žele mirne riječne pejzaže, vodopade, domaću hranu i manje opterećene izletničke pravce. Za prvi obilazak izaberi nekoliko glavnih tačaka i ostavi dovoljno vremena za kretanje između njih.",approved,T12 final review: approved.,destination,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Šta turista treba da zna o destinaciji „Sanski Most”?""}, {""role"": ""assistant"", ""content"": ""Sanski Most se može predstaviti kroz nekoliko provjerenih turističkih cjelina. Pored Sane kroz općinu teku Sanica, Dabar, Zdena, Bliha, Majdanska rijeka, Japra, Sasinka i Kozica. Sanski Most se nalazi uz rijeku Sanu i okružen je brojnim vodotocima, izvorima i šumovitim predjelima. Sanski Most se promoviše kao grad na devet rijeka, sa Sanom i osam manjih riječnih tokova. Sanski Most odgovara putnicima koji žele mirne riječne pejzaže, vodopade, domaću hranu i manje opterećene izletničke pravce. Za prvi obilazak izaberi nekoliko glavnih tačaka i ostavi dovoljno vremena za kretanje između njih.""}]"
SFT-DEST-SANSKI-MOST-02,destination_attractions,"[""sanski_most""]","[""SRC-SANSKI-MOST-001"", ""SRC-SANSKI-MOST-HISTORY-002""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Koje znamenitosti i kulturne cjeline vrijedi obići u destinaciji „Sanski Most”?,"Za kulturno-istorijski obilazak destinacije Sanski Most izdvojio bih ove cjeline. Sanski Most se nalazi uz rijeku Sanu i okružen je brojnim vodotocima, izvorima i šumovitim predjelima. Sanski Most se promoviše kao grad na devet rijeka, sa Sanom i osam manjih riječnih tokova. Sanski Most odgovara putnicima koji žele mirne riječne pejzaže, vodopade, domaću hranu i manje opterećene izletničke pravce. U istorijskim izvorima sanski kraj povezan je sa Kamengradom, Starim Majdanom i drugim utvrđenim naseljima Krajine. Redoslijed prilagodi lokaciji smještaja i važećem radnom vremenu ustanova.",reject,"T12 final review: nije izabran u finalnih 600 zbog kvaliteta, kvote kategorije ili ravnomjerne raspodjele po destinacijama i tipovima pitanja.",,false,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Koje znamenitosti i kulturne cjeline vrijedi obići u destinaciji „Sanski Most”?""}, {""role"": ""assistant"", ""content"": ""Za kulturno-istorijski obilazak destinacije Sanski Most izdvojio bih ove cjeline. Sanski Most se nalazi uz rijeku Sanu i okružen je brojnim vodotocima, izvorima i šumovitim predjelima. Sanski Most se promoviše kao grad na devet rijeka, sa Sanom i osam manjih riječnih tokova. Sanski Most odgovara putnicima koji žele mirne riječne pejzaže, vodopade, domaću hranu i manje opterećene izletničke pravce. U istorijskim izvorima sanski kraj povezan je sa Kamengradom, Starim Majdanom i drugim utvrđenim naseljima Krajine. Redoslijed prilagodi lokaciji smještaja i važećem radnom vremenu ustanova.""}]"
SFT-DEST-SANSKI-MOST-03,destination_nature,"[""sanski_most""]","[""SRC-SANSKI-MOST-001"", ""SRC-SANSKI-MOST-HISTORY-002""]","Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.",Šta destinacija „Sanski Most” nudi ljubiteljima prirode?,"Za ljubitelje prirode, Sanski Most nudi više mogućnosti. Sanski Most se promoviše kao grad na devet rijeka, sa Sanom i osam manjih riječnih tokova. Sanski Most odgovara putnicima koji žele mirne riječne pejzaže, vodopade, domaću hranu i manje opterećene izletničke pravce. U istorijskim izvorima sanski kraj povezan je sa Kamengradom, Starim Majdanom i drugim utvrđenim naseljima Krajine. Vodopad Blihe u okolini grada jedna je od najpoznatijih prirodnih atrakcija sanskog kraja. Prije aktivnosti na otvorenom provjeri vremenske uslove, stanje staza i lokalna pravila.",approved,T12 final review: approved.,destination,true,"[{""role"": ""system"", ""content"": ""Ti si pouzdan turistički vodič za Bosnu i Hercegovinu. Odgovaraj na srpskom jeziku, ijekavicom i latinicom. Koristi samo dostavljene provjerene informacije. Ne izmišljaj cijene, radna vremena, redove vožnje, datume događaja ni druge promjenjive podatke.""}, {""role"": ""user"", ""content"": ""Šta destinacija „Sanski Most” nudi ljubiteljima prirode?""}, {""role"": ""assistant"", ""content"": ""Za ljubitelje prirode, Sanski Most nudi više mogućnosti. Sanski Most se promoviše kao grad na devet rijeka, sa Sanom i osam manjih riječnih tokova. Sanski Most odgovara putnicima koji žele mirne riječne pejzaže, vodopade, domaću hranu i manje opterećene izletničke pravce. U istorijskim izvorima sanski kraj povezan je sa Kamengradom, Starim Majdanom i drugim utvrđenim naseljima Krajine. Vodopad Blihe u okolini grada jedna je od najpoznatijih prirodnih atrakcija sanskog kraja. Prije aktivnosti na otvorenom provjeri vremenske uslove, stanje staza i lokalna pravila.""}]"
